contador,fecha,hora,temperatura_ambiente,temperatura_lata
6865,20-6-2019,18:57:6,34.21,37.19
6866,20-6-2019,18:57:8,34.21,37.19
6867,20-6-2019,18:57:10,34.21,37.19
6868,20-6-2019,18:57:11,34.21,37.19
6869,20-6-2019,18:57:13,34.21,37.19
6870,20-6-2019,18:57:15,34.21,37.19
6871,20-6-2019,18:57:17,34.21,37.19
6872,20-6-2019,18:57:19,33.72,37.19
6873,20-6-2019,18:57:20,34.21,37.19
6874,20-6-2019,18:57:22,34.21,37.19
6875,20-6-2019,18:57:24,34.21,37.19
6876,20-6-2019,18:57:26,33.72,37.19
6877,20-6-2019,18:57:28,33.72,37.19
6878,20-6-2019,18:57:29,33.72,37.19
6879,20-6-2019,18:57:31,34.21,37.19
6880,20-6-2019,18:57:33,33.72,37.19
6881,20-6-2019,18:57:35,34.21,37.19
6882,20-6-2019,18:57:37,33.72,37.19
6883,20-6-2019,18:57:38,33.72,37.19
6884,20-6-2019,18:57:40,33.72,37.19
6885,20-6-2019,18:57:42,33.72,37.19
6886,20-6-2019,18:57:44,33.72,37.19
6887,20-6-2019,18:57:46,33.72,37.19
6888,20-6-2019,18:57:47,33.72,37.19
6889,20-6-2019,18:57:49,33.72,37.19
6890,20-6-2019,18:57:51,33.24,37.19
6891,20-6-2019,18:57:53,33.72,37.19
6892,20-6-2019,18:57:55,33.72,37.13
6893,20-6-2019,18:57:57,33.72,37.19
6894,20-6-2019,18:57:58,33.72,37.19
6895,20-6-2019,18:58:0,33.72,37.13
6896,20-6-2019,18:58:2,33.72,37.13
6897,20-6-2019,18:58:4,33.72,37.19
6898,20-6-2019,18:58:6,33.72,37.19
6899,20-6-2019,18:58:7,33.72,37.19
6900,20-6-2019,18:58:9,33.72,37.19
6901,20-6-2019,18:58:11,33.72,37.13
6902,20-6-2019,18:58:13,33.72,37.13
6903,20-6-2019,18:58:15,33.24,37.13
6904,20-6-2019,18:58:16,33.24,37.13
6905,20-6-2019,18:58:18,33.24,37.13
6906,20-6-2019,18:58:20,33.24,37.13
6907,20-6-2019,18:58:22,33.24,37.13
6908,20-6-2019,18:58:24,33.24,37.13
6909,20-6-2019,18:58:25,33.24,37.13
6910,20-6-2019,18:58:27,33.24,37.13
6911,20-6-2019,18:58:29,33.24,37.13
6912,20-6-2019,18:58:31,33.24,37.13
6913,20-6-2019,18:58:33,33.24,37.13
6914,20-6-2019,18:58:34,33.24,37.13
6915,20-6-2019,18:58:36,33.24,37.13
6916,20-6-2019,18:58:38,33.24,37.13
6917,20-6-2019,18:58:40,33.24,37.13
6918,20-6-2019,18:58:42,33.24,37.13
6919,20-6-2019,18:58:44,33.24,37.13
6920,20-6-2019,18:58:45,33.24,37.13
6921,20-6-2019,18:58:47,33.24,37.13
6922,20-6-2019,18:58:49,33.24,37.13
6923,20-6-2019,18:58:51,33.24,37.13
6924,20-6-2019,18:58:53,33.24,37.13
6925,20-6-2019,18:58:54,33.24,37.13
6926,20-6-2019,18:58:56,33.72,37.06
6927,20-6-2019,18:58:58,33.24,37.06
6928,20-6-2019,18:59:0,33.24,37.06
6929,20-6-2019,18:59:2,33.72,37.06
6930,20-6-2019,18:59:3,33.72,37.13
6931,20-6-2019,18:59:5,33.24,37.06
6932,20-6-2019,18:59:7,33.72,37.06
6933,20-6-2019,18:59:9,33.72,37.13
6934,20-6-2019,18:59:11,33.72,37.06
6935,20-6-2019,18:59:12,33.72,37.06
6936,20-6-2019,18:59:14,33.72,37.06
6937,20-6-2019,18:59:16,33.24,37.13
6938,20-6-2019,18:59:18,33.24,37.06
6939,20-6-2019,18:59:20,33.24,37.06
6940,20-6-2019,18:59:21,33.24,37.06
6941,20-6-2019,18:59:23,33.24,37.06
6942,20-6-2019,18:59:25,33.24,37.06
6943,20-6-2019,18:59:27,33.24,37.06
6944,20-6-2019,18:59:29,32.75,37.06
6945,20-6-2019,18:59:31,33.24,37.06
6946,20-6-2019,18:59:32,33.24,37.06
6947,20-6-2019,18:59:34,33.24,37.06
6948,20-6-2019,18:59:36,33.24,37.06
6949,20-6-2019,18:59:38,33.24,37.06
6950,20-6-2019,18:59:40,33.24,37.06
6951,20-6-2019,18:59:41,32.75,37.06
6952,20-6-2019,18:59:43,33.24,37.06
6953,20-6-2019,18:59:45,33.24,37.06
6954,20-6-2019,18:59:47,33.24,37.06
6955,20-6-2019,18:59:49,33.24,37.06
6956,20-6-2019,18:59:50,32.75,37.06
6957,20-6-2019,18:59:52,33.24,37.06
6958,20-6-2019,18:59:54,33.24,37.06
6959,20-6-2019,18:59:56,33.24,37.06
6960,20-6-2019,18:59:58,33.24,37.06
6961,20-6-2019,18:59:59,33.24,37.06
6962,20-6-2019,19:0:1,33.24,37.00
6963,20-6-2019,19:0:3,33.24,37.06
6964,20-6-2019,19:0:5,33.24,37.06
6965,20-6-2019,19:0:7,33.24,37.06
6966,20-6-2019,19:0:8,33.24,37.06
6967,20-6-2019,19:0:10,33.24,37.06
6968,20-6-2019,19:0:12,33.24,37.06
6969,20-6-2019,19:0:14,33.24,37.06
6970,20-6-2019,19:0:16,32.75,37.06
6971,20-6-2019,19:0:18,33.24,37.06
6972,20-6-2019,19:0:19,33.24,37.06
6973,20-6-2019,19:0:21,33.24,37.06
6974,20-6-2019,19:0:23,33.24,37.06
6975,20-6-2019,19:0:25,33.24,37.06
6976,20-6-2019,19:0:27,33.24,37.06
6977,20-6-2019,19:0:28,32.75,37.06
6978,20-6-2019,19:0:30,32.75,37.00
6979,20-6-2019,19:0:32,33.24,37.06
6980,20-6-2019,19:0:34,32.75,37.06
6981,20-6-2019,19:0:36,33.24,37.00
6982,20-6-2019,19:0:37,33.24,37.06
6983,20-6-2019,19:0:39,32.75,37.00
6984,20-6-2019,19:0:41,33.24,37.00
6985,20-6-2019,19:0:43,32.75,37.00
6986,20-6-2019,19:0:45,32.75,37.00
6987,20-6-2019,19:0:46,32.75,37.00
6988,20-6-2019,19:0:48,33.24,37.00
6989,20-6-2019,19:0:50,33.24,37.00
6990,20-6-2019,19:0:52,32.75,37.00
6991,20-6-2019,19:0:54,33.24,37.00
6992,20-6-2019,19:0:55,33.24,37.00
6993,20-6-2019,19:0:57,33.24,37.00
6994,20-6-2019,19:0:59,32.75,37.00
6995,20-6-2019,19:1:1,33.24,37.00
6996,20-6-2019,19:1:3,33.24,37.00
6997,20-6-2019,19:1:5,33.24,37.00
6998,20-6-2019,19:1:6,32.75,37.00
6999,20-6-2019,19:1:8,33.24,37.00
7000,20-6-2019,19:1:10,32.75,37.00
7001,20-6-2019,19:1:12,32.75,37.00
7002,20-6-2019,19:1:14,32.75,36.94
7003,20-6-2019,19:1:15,32.75,37.00
7004,20-6-2019,19:1:17,33.24,37.00
7005,20-6-2019,19:1:19,32.75,36.94
7006,20-6-2019,19:1:21,32.75,36.94
7007,20-6-2019,19:1:23,33.24,37.00
7008,20-6-2019,19:1:24,33.24,37.00
7009,20-6-2019,19:1:26,32.75,37.00
7010,20-6-2019,19:1:28,33.24,36.94
7011,20-6-2019,19:1:30,33.24,36.94
7012,20-6-2019,19:1:32,32.75,36.94
7013,20-6-2019,19:1:33,32.75,36.94
7014,20-6-2019,19:1:35,32.75,36.94
7015,20-6-2019,19:1:37,33.24,36.94
7016,20-6-2019,19:1:39,32.75,36.94
7017,20-6-2019,19:1:41,33.24,36.94
7018,20-6-2019,19:1:42,32.75,36.94
7019,20-6-2019,19:1:44,32.75,36.94
7020,20-6-2019,19:1:46,32.75,36.94
7021,20-6-2019,19:1:48,33.24,36.94
7022,20-6-2019,19:1:50,32.75,36.94
7023,20-6-2019,19:1:52,32.75,36.94
7024,20-6-2019,19:1:53,32.75,36.94
7025,20-6-2019,19:1:55,32.75,36.94
7026,20-6-2019,19:1:57,32.75,36.94
7027,20-6-2019,19:1:59,32.75,36.94
7028,20-6-2019,19:2:1,32.75,36.94
7029,20-6-2019,19:2:2,32.75,36.94
7030,20-6-2019,19:2:4,32.75,36.94
7031,20-6-2019,19:2:6,32.75,36.94
7032,20-6-2019,19:2:8,32.75,36.94
7033,20-6-2019,19:2:10,32.75,36.94
7034,20-6-2019,19:2:11,32.75,36.94
7035,20-6-2019,19:2:13,32.75,36.94
7036,20-6-2019,19:2:15,32.75,36.94
7037,20-6-2019,19:2:17,32.75,36.94
7038,20-6-2019,19:2:19,32.75,36.94
7039,20-6-2019,19:2:20,32.75,36.94
7040,20-6-2019,19:2:22,32.75,36.94
7041,20-6-2019,19:2:24,32.75,36.94
7042,20-6-2019,19:2:26,32.75,36.94
7043,20-6-2019,19:2:28,32.75,36.94
7044,20-6-2019,19:2:29,32.75,36.94
7045,20-6-2019,19:2:31,32.75,36.94
7046,20-6-2019,19:2:33,32.75,36.94
7047,20-6-2019,19:2:35,32.26,36.94
7048,20-6-2019,19:2:37,32.75,36.94
7049,20-6-2019,19:2:39,32.75,36.94
7050,20-6-2019,19:2:40,32.75,36.94
7051,20-6-2019,19:2:42,32.75,36.94
7052,20-6-2019,19:2:44,32.75,36.94
7053,20-6-2019,19:2:46,32.26,36.94
7054,20-6-2019,19:2:48,32.75,36.94
7055,20-6-2019,19:2:49,32.26,36.94
7056,20-6-2019,19:2:51,32.26,36.94
7057,20-6-2019,19:2:53,32.75,36.94
7058,20-6-2019,19:2:55,32.75,36.94
7059,20-6-2019,19:2:57,32.26,36.94
7060,20-6-2019,19:2:58,32.75,36.94
7061,20-6-2019,19:3:0,32.75,36.94
7062,20-6-2019,19:3:2,32.75,36.94
7063,20-6-2019,19:3:4,32.26,36.94
7064,20-6-2019,19:3:6,32.75,36.94
7065,20-6-2019,19:3:7,32.75,36.94
7066,20-6-2019,19:3:9,32.75,36.88
7067,20-6-2019,19:3:11,32.75,36.94
7068,20-6-2019,19:3:13,32.75,36.94
7069,20-6-2019,19:3:15,32.75,36.94
7070,20-6-2019,19:3:16,32.75,36.94
7071,20-6-2019,19:3:18,32.75,36.94
7072,20-6-2019,19:3:20,33.24,36.94
7073,20-6-2019,19:3:22,33.24,36.94
7074,20-6-2019,19:3:24,33.24,36.94
7075,20-6-2019,19:3:26,32.75,36.94
7076,20-6-2019,19:3:27,33.24,36.94
7077,20-6-2019,19:3:29,33.24,36.94
7078,20-6-2019,19:3:31,33.24,36.94
7079,20-6-2019,19:3:33,33.24,36.94
7080,20-6-2019,19:3:35,33.24,36.94
7081,20-6-2019,19:3:36,33.24,36.94
7082,20-6-2019,19:3:38,33.24,36.94
7083,20-6-2019,19:3:40,32.75,36.94
7084,20-6-2019,19:3:42,33.24,36.94
7085,20-6-2019,19:3:44,33.24,36.94
7086,20-6-2019,19:3:45,33.24,36.94
7087,20-6-2019,19:3:47,33.24,36.94
7088,20-6-2019,19:3:49,33.24,36.94
7089,20-6-2019,19:3:51,33.24,36.94
7090,20-6-2019,19:3:53,33.24,36.94
7091,20-6-2019,19:3:55,33.24,36.94
7092,20-6-2019,19:3:57,33.24,36.94
7093,20-6-2019,19:3:58,33.24,36.94
7094,20-6-2019,19:4:0,33.24,36.94
7095,20-6-2019,19:4:2,33.24,36.94
7096,20-6-2019,19:4:4,33.24,36.94
7097,20-6-2019,19:4:6,33.72,36.94
7098,20-6-2019,19:4:7,33.24,36.94
7099,20-6-2019,19:4:9,33.24,36.94
7100,20-6-2019,19:4:11,33.72,36.94
7101,20-6-2019,19:4:13,33.72,36.94
7102,20-6-2019,19:4:15,33.72,36.94
7103,20-6-2019,19:4:16,33.72,36.94
7104,20-6-2019,19:4:18,33.72,36.94
7105,20-6-2019,19:4:20,33.72,36.94
7106,20-6-2019,19:4:22,33.24,36.94
7107,20-6-2019,19:4:24,33.72,36.94
7108,20-6-2019,19:4:25,33.24,36.94
7109,20-6-2019,19:4:27,33.72,36.94
7110,20-6-2019,19:4:29,33.72,36.94
7111,20-6-2019,19:4:31,33.24,36.94
7112,20-6-2019,19:4:33,33.24,36.94
7113,20-6-2019,19:4:35,33.24,36.88
7114,20-6-2019,19:4:36,33.72,36.94
7115,20-6-2019,19:4:38,33.24,36.94
7116,20-6-2019,19:4:40,33.24,36.94
7117,20-6-2019,19:4:42,33.24,36.94
7118,20-6-2019,19:4:44,33.24,36.88
7119,20-6-2019,19:4:45,33.24,36.88
7120,20-6-2019,19:4:47,33.24,36.88
7121,20-6-2019,19:4:49,33.24,36.88
7122,20-6-2019,19:4:51,33.24,36.88
7123,20-6-2019,19:4:53,32.75,36.88
7124,20-6-2019,19:4:54,32.75,36.88
7125,20-6-2019,19:4:56,32.75,36.88
7126,20-6-2019,19:4:58,33.24,36.88
7127,20-6-2019,19:5:0,32.75,36.88
7128,20-6-2019,19:5:2,32.75,36.88
7129,20-6-2019,19:5:3,32.75,36.88
7130,20-6-2019,19:5:5,32.75,36.88
7131,20-6-2019,19:5:7,33.24,36.88
7132,20-6-2019,19:5:9,32.75,36.88
7133,20-6-2019,19:5:11,32.75,36.88
7134,20-6-2019,19:5:12,32.75,36.88
7135,20-6-2019,19:5:14,32.75,36.88
7136,20-6-2019,19:5:16,32.75,36.88
7137,20-6-2019,19:5:18,32.75,36.88
7138,20-6-2019,19:5:20,32.75,36.88
7139,20-6-2019,19:5:22,32.75,36.88
7140,20-6-2019,19:5:23,32.75,36.88
7141,20-6-2019,19:5:25,32.75,36.88
7142,20-6-2019,19:5:27,32.75,36.88
7143,20-6-2019,19:5:29,32.75,36.88
7144,20-6-2019,19:5:31,32.75,36.88
7145,20-6-2019,19:5:32,32.75,36.88
7146,20-6-2019,19:5:34,33.24,36.88
7147,20-6-2019,19:5:36,32.75,36.88
7148,20-6-2019,19:5:38,32.75,36.88
7149,20-6-2019,19:5:40,32.75,36.88
7150,20-6-2019,19:5:41,32.75,36.88
7151,20-6-2019,19:5:43,33.24,36.88
7152,20-6-2019,19:5:45,32.75,36.88
7153,20-6-2019,19:5:47,32.75,36.88
7154,20-6-2019,19:5:49,33.24,36.88
7155,20-6-2019,19:5:50,33.24,36.88
7156,20-6-2019,19:5:52,32.75,36.88
7157,20-6-2019,19:5:54,32.75,36.88
7158,20-6-2019,19:5:56,32.75,36.88
7159,20-6-2019,19:5:58,32.75,36.88
7160,20-6-2019,19:5:59,32.75,36.88
7161,20-6-2019,19:6:1,32.75,36.88
7162,20-6-2019,19:6:3,32.75,36.88
7163,20-6-2019,19:6:5,32.75,36.88
7164,20-6-2019,19:6:7,32.75,36.88
7165,20-6-2019,19:6:9,32.26,36.88
7166,20-6-2019,19:6:10,32.75,36.88
7167,20-6-2019,19:6:12,32.75,36.88
7168,20-6-2019,19:6:14,32.75,36.81
7169,20-6-2019,19:6:16,32.75,36.81
7170,20-6-2019,19:6:18,32.75,36.81
7171,20-6-2019,19:6:19,32.75,36.88
7172,20-6-2019,19:6:21,32.26,36.81
7173,20-6-2019,19:6:23,32.75,36.81
7174,20-6-2019,19:6:25,32.75,36.81
7175,20-6-2019,19:6:27,32.26,36.81
7176,20-6-2019,19:6:28,32.26,36.81
7177,20-6-2019,19:6:30,32.26,36.81
7178,20-6-2019,19:6:32,32.75,36.81
7179,20-6-2019,19:6:34,32.26,36.81
7180,20-6-2019,19:6:36,32.26,36.81
7181,20-6-2019,19:6:37,32.26,36.81
7182,20-6-2019,19:6:39,32.26,36.81
7183,20-6-2019,19:6:41,32.26,36.81
7184,20-6-2019,19:6:43,32.26,36.81
7185,20-6-2019,19:6:45,32.26,36.81
7186,20-6-2019,19:6:46,32.26,36.81
7187,20-6-2019,19:6:48,32.26,36.81
7188,20-6-2019,19:6:50,32.26,36.81
7189,20-6-2019,19:6:52,32.26,36.81
7190,20-6-2019,19:6:54,32.26,36.81
7191,20-6-2019,19:6:56,32.26,36.81
7192,20-6-2019,19:6:57,32.26,36.81
7193,20-6-2019,19:6:59,32.26,36.81
7194,20-6-2019,19:7:1,32.26,36.75
7195,20-6-2019,19:7:3,32.26,36.75
7196,20-6-2019,19:7:5,32.26,36.75
7197,20-6-2019,19:7:6,32.26,36.75
7198,20-6-2019,19:7:8,32.26,36.75
7199,20-6-2019,19:7:10,32.26,36.75
7200,20-6-2019,19:7:12,32.26,36.75
7201,20-6-2019,19:7:14,32.75,36.75
7202,20-6-2019,19:7:15,32.26,36.75
7203,20-6-2019,19:7:17,32.75,36.81
7204,20-6-2019,19:7:19,32.75,36.75
7205,20-6-2019,19:7:21,32.75,36.81
7206,20-6-2019,19:7:23,32.75,36.75
7207,20-6-2019,19:7:24,32.26,36.75
7208,20-6-2019,19:7:26,32.75,36.75
7209,20-6-2019,19:7:28,32.26,36.75
7210,20-6-2019,19:7:30,32.75,36.75
7211,20-6-2019,19:7:32,32.75,36.75
7212,20-6-2019,19:7:33,32.75,36.75
7213,20-6-2019,19:7:35,32.26,36.81
7214,20-6-2019,19:7:37,32.75,36.75
7215,20-6-2019,19:7:39,32.75,36.75
7216,20-6-2019,19:7:41,32.75,36.81
7217,20-6-2019,19:7:43,32.75,36.75
7218,20-6-2019,19:7:44,32.75,36.75
7219,20-6-2019,19:7:46,32.75,36.75
7220,20-6-2019,19:7:48,32.75,36.75
7221,20-6-2019,19:7:50,32.75,36.75
7222,20-6-2019,19:7:52,32.75,36.75
7223,20-6-2019,19:7:53,32.26,36.75
7224,20-6-2019,19:7:55,32.75,36.75
7225,20-6-2019,19:7:57,32.75,36.75
7226,20-6-2019,19:7:59,32.75,36.75
7227,20-6-2019,19:8:1,32.75,36.75
7228,20-6-2019,19:8:2,32.75,36.75
7229,20-6-2019,19:8:4,32.75,36.75
7230,20-6-2019,19:8:6,32.75,36.75
7231,20-6-2019,19:8:8,32.75,36.75
7232,20-6-2019,19:8:10,32.75,36.75
7233,20-6-2019,19:8:11,32.75,36.75
7234,20-6-2019,19:8:13,32.75,36.75
7235,20-6-2019,19:8:15,32.75,36.75
7236,20-6-2019,19:8:17,32.75,36.69
7237,20-6-2019,19:8:19,32.75,36.75
7238,20-6-2019,19:8:20,32.75,36.75
7239,20-6-2019,19:8:22,32.75,36.75
7240,20-6-2019,19:8:24,32.75,36.75
7241,20-6-2019,19:8:26,32.75,36.75
7242,20-6-2019,19:8:28,32.75,36.75
7243,20-6-2019,19:8:30,32.75,36.69
7244,20-6-2019,19:8:31,32.75,36.69
7245,20-6-2019,19:8:33,32.75,36.69
7246,20-6-2019,19:8:35,32.75,36.75
7247,20-6-2019,19:8:37,32.75,36.75
7248,20-6-2019,19:8:39,33.24,36.75
7249,20-6-2019,19:8:40,33.24,36.75
7250,20-6-2019,19:8:42,32.75,36.75
7251,20-6-2019,19:8:44,33.24,36.75
7252,20-6-2019,19:8:46,33.24,36.75
7253,20-6-2019,19:8:48,33.24,36.69
7254,20-6-2019,19:8:49,33.24,36.69
7255,20-6-2019,19:8:51,33.24,36.69
7256,20-6-2019,19:8:53,33.24,36.75
7257,20-6-2019,19:8:55,33.24,36.69
7258,20-6-2019,19:8:57,33.24,36.75
7259,20-6-2019,19:8:58,32.75,36.75
7260,20-6-2019,19:9:0,33.24,36.69
7261,20-6-2019,19:9:2,33.24,36.69
7262,20-6-2019,19:9:4,32.75,36.75
7263,20-6-2019,19:9:6,33.24,36.69
7264,20-6-2019,19:9:7,33.24,36.69
7265,20-6-2019,19:9:9,33.24,36.75
7266,20-6-2019,19:9:11,32.75,36.75
7267,20-6-2019,19:9:13,33.24,36.75
7268,20-6-2019,19:9:15,32.75,36.69
7269,20-6-2019,19:9:17,32.75,36.69
7270,20-6-2019,19:9:18,32.75,36.69
7271,20-6-2019,19:9:20,33.24,36.75
7272,20-6-2019,19:9:22,32.75,36.69
7273,20-6-2019,19:9:24,33.24,36.75
7274,20-6-2019,19:9:26,32.75,36.75
7275,20-6-2019,19:9:27,33.24,36.69
7276,20-6-2019,19:9:29,33.24,36.69
7277,20-6-2019,19:9:31,32.75,36.69
7278,20-6-2019,19:9:33,32.75,36.69
7279,20-6-2019,19:9:35,33.24,36.69
7280,20-6-2019,19:9:36,33.24,36.75
7281,20-6-2019,19:9:38,33.24,36.69
7282,20-6-2019,19:9:40,33.24,36.75
7283,20-6-2019,19:9:42,33.24,36.69
7284,20-6-2019,19:9:44,32.75,36.75
7285,20-6-2019,19:9:45,33.24,36.69
7286,20-6-2019,19:9:47,33.24,36.69
7287,20-6-2019,19:9:49,32.75,36.75
7288,20-6-2019,19:9:51,32.75,36.69
7289,20-6-2019,19:9:53,32.75,36.69
7290,20-6-2019,19:9:54,32.75,36.69
7291,20-6-2019,19:9:56,32.75,36.75
7292,20-6-2019,19:9:58,32.75,36.69
7293,20-6-2019,19:10:0,32.75,36.69
7294,20-6-2019,19:10:2,32.75,36.69
7295,20-6-2019,19:10:4,32.75,36.75
7296,20-6-2019,19:10:5,32.75,36.69
7297,20-6-2019,19:10:7,32.75,36.69
7298,20-6-2019,19:10:9,32.75,36.69
7299,20-6-2019,19:10:11,32.75,36.69
7300,20-6-2019,19:10:13,32.75,36.75
7301,20-6-2019,19:10:14,32.75,36.69
7302,20-6-2019,19:10:16,32.75,36.69
7303,20-6-2019,19:10:18,32.75,36.69
7304,20-6-2019,19:10:20,32.75,36.69
7305,20-6-2019,19:10:22,32.75,36.69
7306,20-6-2019,19:10:23,32.75,36.69
7307,20-6-2019,19:10:25,32.75,36.69
7308,20-6-2019,19:10:27,32.75,36.69
7309,20-6-2019,19:10:29,32.75,36.69
7310,20-6-2019,19:10:31,32.75,36.69
7311,20-6-2019,19:10:32,32.75,36.69
7312,20-6-2019,19:10:34,32.75,36.69
7313,20-6-2019,19:10:36,32.75,36.69
7314,20-6-2019,19:10:38,32.75,36.69
7315,20-6-2019,19:10:40,32.75,36.69
7316,20-6-2019,19:10:41,32.75,36.69
7317,20-6-2019,19:10:43,32.75,36.69
7318,20-6-2019,19:10:45,32.75,36.69
7319,20-6-2019,19:10:47,32.75,36.69
7320,20-6-2019,19:10:49,32.75,36.69
7321,20-6-2019,19:10:51,32.75,36.69
7322,20-6-2019,19:10:52,32.75,36.69
7323,20-6-2019,19:10:54,33.24,36.63
7324,20-6-2019,19:10:56,32.75,36.69
7325,20-6-2019,19:10:58,32.75,36.69
7326,20-6-2019,19:11:0,33.24,36.69
7327,20-6-2019,19:11:1,32.75,36.69
7328,20-6-2019,19:11:3,32.75,36.63
7329,20-6-2019,19:11:5,32.75,36.63
7330,20-6-2019,19:11:7,33.24,36.63
7331,20-6-2019,19:11:9,32.75,36.63
7332,20-6-2019,19:11:10,32.75,36.63
7333,20-6-2019,19:11:12,33.24,36.63
7334,20-6-2019,19:11:14,33.24,36.63
7335,20-6-2019,19:11:16,33.24,36.63
7336,20-6-2019,19:11:18,32.75,36.63
7337,20-6-2019,19:11:19,33.24,36.63
7338,20-6-2019,19:11:21,32.75,36.63
7339,20-6-2019,19:11:23,33.24,36.63
7340,20-6-2019,19:11:25,33.24,36.63
7341,20-6-2019,19:11:27,32.75,36.63
7342,20-6-2019,19:11:29,32.75,36.63
7343,20-6-2019,19:11:30,32.75,36.63
7344,20-6-2019,19:11:32,32.75,36.63
7345,20-6-2019,19:11:34,32.75,36.63
7346,20-6-2019,19:11:36,32.75,36.63
7347,20-6-2019,19:11:38,32.75,36.63
7348,20-6-2019,19:11:39,32.75,36.63
7349,20-6-2019,19:11:41,32.75,36.63
7350,20-6-2019,19:11:43,32.75,36.63
7351,20-6-2019,19:11:45,32.75,36.63
7352,20-6-2019,19:11:47,32.75,36.63
7353,20-6-2019,19:11:48,32.75,36.63
7354,20-6-2019,19:11:50,32.26,36.63
7355,20-6-2019,19:11:52,32.26,36.63
7356,20-6-2019,19:11:54,32.75,36.63
7357,20-6-2019,19:11:56,32.75,36.63
7358,20-6-2019,19:11:57,32.75,36.63
7359,20-6-2019,19:11:59,32.75,36.63
7360,20-6-2019,19:12:1,32.75,36.63
7361,20-6-2019,19:12:3,32.75,36.63
7362,20-6-2019,19:12:5,32.26,36.63
7363,20-6-2019,19:12:6,32.75,36.63
7364,20-6-2019,19:12:8,32.75,36.63
7365,20-6-2019,19:12:10,32.75,36.63
7366,20-6-2019,19:12:12,32.75,36.63
7367,20-6-2019,19:12:14,32.75,36.63
7368,20-6-2019,19:12:15,32.26,36.63
7369,20-6-2019,19:12:17,32.26,36.63
7370,20-6-2019,19:12:19,32.75,36.63
7371,20-6-2019,19:12:21,32.75,36.63
7372,20-6-2019,19:12:23,32.26,36.63
7373,20-6-2019,19:12:25,32.75,36.63
7374,20-6-2019,19:12:26,32.75,36.63
7375,20-6-2019,19:12:28,32.75,36.63
7376,20-6-2019,19:12:30,32.75,36.63
7377,20-6-2019,19:12:32,32.75,36.63
7378,20-6-2019,19:12:34,32.26,36.63
7379,20-6-2019,19:12:35,32.75,36.63
7380,20-6-2019,19:12:37,32.75,36.63
7381,20-6-2019,19:12:39,32.26,36.63
7382,20-6-2019,19:12:41,32.75,36.63
7383,20-6-2019,19:12:43,32.75,36.63
7384,20-6-2019,19:12:44,32.75,36.63
7385,20-6-2019,19:12:46,32.26,36.63
7386,20-6-2019,19:12:48,32.26,36.56
7387,20-6-2019,19:12:50,32.75,36.63
7388,20-6-2019,19:12:52,32.26,36.56
7389,20-6-2019,19:12:53,32.26,36.56
7390,20-6-2019,19:12:55,32.26,36.56
7391,20-6-2019,19:12:57,32.26,36.56
7392,20-6-2019,19:12:59,32.26,36.56
7393,20-6-2019,19:13:1,32.26,36.56
7394,20-6-2019,19:13:2,32.26,36.56
7395,20-6-2019,19:13:4,32.26,36.50
7396,20-6-2019,19:13:6,32.26,36.56
7397,20-6-2019,19:13:8,32.26,36.56
7398,20-6-2019,19:13:10,32.26,36.50
7399,20-6-2019,19:13:12,31.77,36.50
7400,20-6-2019,19:13:13,32.26,36.50
7401,20-6-2019,19:13:15,32.26,36.50
7402,20-6-2019,19:13:17,31.77,36.50
7403,20-6-2019,19:13:19,32.26,36.50
7404,20-6-2019,19:13:21,32.26,36.50
7405,20-6-2019,19:13:22,32.26,36.50
7406,20-6-2019,19:13:24,32.26,36.50
7407,20-6-2019,19:13:26,31.77,36.50
7408,20-6-2019,19:13:28,31.77,36.50
7409,20-6-2019,19:13:30,31.77,36.50
7410,20-6-2019,19:13:31,31.77,36.44
7411,20-6-2019,19:13:33,31.77,36.50
7412,20-6-2019,19:13:35,31.77,36.50
7413,20-6-2019,19:13:37,31.77,36.50
7414,20-6-2019,19:13:39,31.77,36.50
7415,20-6-2019,19:13:40,31.77,36.44
7416,20-6-2019,19:13:42,31.77,36.50
7417,20-6-2019,19:13:44,31.77,36.44
7418,20-6-2019,19:13:46,31.77,36.44
7419,20-6-2019,19:13:48,31.77,36.44
7420,20-6-2019,19:13:50,31.77,36.44
7421,20-6-2019,19:13:51,31.77,36.44
7422,20-6-2019,19:13:53,31.77,36.44
7423,20-6-2019,19:13:55,31.77,36.44
7424,20-6-2019,19:13:57,31.77,36.44
7425,20-6-2019,19:13:59,32.26,36.44
7426,20-6-2019,19:14:0,32.26,36.44
7427,20-6-2019,19:14:2,31.77,36.50
7428,20-6-2019,19:14:4,32.26,36.50
7429,20-6-2019,19:14:6,32.26,36.44
7430,20-6-2019,19:14:8,32.26,36.44
7431,20-6-2019,19:14:9,31.77,36.44
7432,20-6-2019,19:14:11,31.77,36.44
7433,20-6-2019,19:14:13,32.26,36.50
7434,20-6-2019,19:14:15,31.77,36.50
7435,20-6-2019,19:14:17,32.26,36.44
7436,20-6-2019,19:14:18,32.26,36.44
7437,20-6-2019,19:14:20,32.26,36.44
7438,20-6-2019,19:14:22,32.26,36.44
7439,20-6-2019,19:14:24,32.26,36.50
7440,20-6-2019,19:14:26,32.26,36.50
7441,20-6-2019,19:14:27,32.26,36.44
7442,20-6-2019,19:14:29,32.26,36.44
7443,20-6-2019,19:14:31,32.26,36.50
7444,20-6-2019,19:14:33,32.26,36.44
7445,20-6-2019,19:14:35,31.77,36.44
7446,20-6-2019,19:14:37,32.26,36.44
