contador,fecha,hora,temperatura_ambiente,temperatura_lata
25909,21-6-2019,4:31:14,25.42,27.37
25910,21-6-2019,4:31:15,25.42,27.37
25911,21-6-2019,4:31:17,25.42,27.37
25912,21-6-2019,4:31:19,25.42,27.37
25913,21-6-2019,4:31:21,25.42,27.37
25914,21-6-2019,4:31:23,24.93,27.37
25915,21-6-2019,4:31:24,25.42,27.37
25916,21-6-2019,4:31:26,25.42,27.37
25917,21-6-2019,4:31:28,25.42,27.37
25918,21-6-2019,4:31:30,25.42,27.37
25919,21-6-2019,4:31:32,24.93,27.37
25920,21-6-2019,4:31:34,25.42,27.37
25921,21-6-2019,4:31:35,25.42,27.37
25922,21-6-2019,4:31:37,25.42,27.37
25923,21-6-2019,4:31:39,25.42,27.37
25924,21-6-2019,4:31:41,25.42,27.37
25925,21-6-2019,4:31:43,25.42,27.37
25926,21-6-2019,4:31:44,24.93,27.37
25927,21-6-2019,4:31:46,24.93,27.37
25928,21-6-2019,4:31:48,24.93,27.37
25929,21-6-2019,4:31:50,25.42,27.37
25930,21-6-2019,4:31:52,24.93,27.37
25931,21-6-2019,4:31:53,25.42,27.37
25932,21-6-2019,4:31:55,25.42,27.37
25933,21-6-2019,4:31:57,24.93,27.37
25934,21-6-2019,4:31:59,24.93,27.37
25935,21-6-2019,4:32:1,25.42,27.37
25936,21-6-2019,4:32:3,24.93,27.37
25937,21-6-2019,4:32:4,24.93,27.37
25938,21-6-2019,4:32:6,24.93,27.37
25939,21-6-2019,4:32:8,24.93,27.37
25940,21-6-2019,4:32:10,24.93,27.37
25941,21-6-2019,4:32:12,25.42,27.37
25942,21-6-2019,4:32:13,24.93,27.37
25943,21-6-2019,4:32:15,24.93,27.37
25944,21-6-2019,4:32:17,24.93,27.37
25945,21-6-2019,4:32:19,24.93,27.37
25946,21-6-2019,4:32:21,25.42,27.37
25947,21-6-2019,4:32:22,25.42,27.37
25948,21-6-2019,4:32:24,24.93,27.37
25949,21-6-2019,4:32:26,25.42,27.37
25950,21-6-2019,4:32:28,24.93,27.37
25951,21-6-2019,4:32:30,25.42,27.37
25952,21-6-2019,4:32:32,24.93,27.37
25953,21-6-2019,4:32:33,24.93,27.37
25954,21-6-2019,4:32:35,24.93,27.37
25955,21-6-2019,4:32:37,25.42,27.37
25956,21-6-2019,4:32:39,25.42,27.37
25957,21-6-2019,4:32:41,25.42,27.37
25958,21-6-2019,4:32:42,25.42,27.37
25959,21-6-2019,4:32:44,24.93,27.37
25960,21-6-2019,4:32:46,24.93,27.37
25961,21-6-2019,4:32:48,25.42,27.37
25962,21-6-2019,4:32:50,25.42,27.37
25963,21-6-2019,4:32:51,24.93,27.37
25964,21-6-2019,4:32:53,25.42,27.37
25965,21-6-2019,4:32:55,25.42,27.37
25966,21-6-2019,4:32:57,24.93,27.37
25967,21-6-2019,4:32:59,25.42,27.37
25968,21-6-2019,4:33:0,25.42,27.37
25969,21-6-2019,4:33:2,25.42,27.37
25970,21-6-2019,4:33:4,24.93,27.37
25971,21-6-2019,4:33:6,24.93,27.37
25972,21-6-2019,4:33:8,24.93,27.37
25973,21-6-2019,4:33:10,25.42,27.37
25974,21-6-2019,4:33:11,25.42,27.37
25975,21-6-2019,4:33:13,24.93,27.37
25976,21-6-2019,4:33:15,25.42,27.37
25977,21-6-2019,4:33:17,25.42,27.37
25978,21-6-2019,4:33:19,25.42,27.37
25979,21-6-2019,4:33:20,24.93,27.31
25980,21-6-2019,4:33:22,25.42,27.37
25981,21-6-2019,4:33:24,25.42,27.37
25982,21-6-2019,4:33:26,25.42,27.37
25983,21-6-2019,4:33:28,25.42,27.37
25984,21-6-2019,4:33:29,24.93,27.31
25985,21-6-2019,4:33:31,25.42,27.37
25986,21-6-2019,4:33:33,24.93,27.37
25987,21-6-2019,4:33:35,24.93,27.37
25988,21-6-2019,4:33:37,25.42,27.37
25989,21-6-2019,4:33:39,25.42,27.37
25990,21-6-2019,4:33:40,24.93,27.37
25991,21-6-2019,4:33:42,24.93,27.37
25992,21-6-2019,4:33:44,25.42,27.37
25993,21-6-2019,4:33:46,25.42,27.37
25994,21-6-2019,4:33:48,25.42,27.37
25995,21-6-2019,4:33:49,24.93,27.37
25996,21-6-2019,4:33:51,25.42,27.31
25997,21-6-2019,4:33:53,25.42,27.37
25998,21-6-2019,4:33:55,24.93,27.37
25999,21-6-2019,4:33:57,25.42,27.31
26000,21-6-2019,4:33:58,24.93,27.37
26001,21-6-2019,4:34:0,24.93,27.37
26002,21-6-2019,4:34:2,25.42,27.37
26003,21-6-2019,4:34:4,24.93,27.31
26004,21-6-2019,4:34:6,24.93,27.37
26005,21-6-2019,4:34:8,24.93,27.37
26006,21-6-2019,4:34:9,24.93,27.31
26007,21-6-2019,4:34:11,24.93,27.37
26008,21-6-2019,4:34:13,25.42,27.37
26009,21-6-2019,4:34:15,24.93,27.37
26010,21-6-2019,4:34:17,25.42,27.31
26011,21-6-2019,4:34:18,24.93,27.37
26012,21-6-2019,4:34:20,25.42,27.31
26013,21-6-2019,4:34:22,25.42,27.37
26014,21-6-2019,4:34:24,25.42,27.37
26015,21-6-2019,4:34:26,25.42,27.31
26016,21-6-2019,4:34:27,25.42,27.31
26017,21-6-2019,4:34:29,25.42,27.37
26018,21-6-2019,4:34:31,25.42,27.31
26019,21-6-2019,4:34:33,25.42,27.31
26020,21-6-2019,4:34:35,25.42,27.31
26021,21-6-2019,4:34:36,24.93,27.31
26022,21-6-2019,4:34:38,25.42,27.31
26023,21-6-2019,4:34:40,24.93,27.31
26024,21-6-2019,4:34:42,25.42,27.31
26025,21-6-2019,4:34:44,25.42,27.37
26026,21-6-2019,4:34:46,24.93,27.31
26027,21-6-2019,4:34:47,24.93,27.31
26028,21-6-2019,4:34:49,25.42,27.31
26029,21-6-2019,4:34:51,24.93,27.31
26030,21-6-2019,4:34:53,25.42,27.31
26031,21-6-2019,4:34:55,24.93,27.37
26032,21-6-2019,4:34:56,24.93,27.31
26033,21-6-2019,4:34:58,25.42,27.31
26034,21-6-2019,4:35:0,24.93,27.37
26035,21-6-2019,4:35:2,25.42,27.31
26036,21-6-2019,4:35:4,24.93,27.31
26037,21-6-2019,4:35:5,25.42,27.31
26038,21-6-2019,4:35:7,24.93,27.31
26039,21-6-2019,4:35:9,25.42,27.31
26040,21-6-2019,4:35:11,24.93,27.31
26041,21-6-2019,4:35:13,24.93,27.31
26042,21-6-2019,4:35:15,24.93,27.31
26043,21-6-2019,4:35:16,24.44,27.31
26044,21-6-2019,4:35:18,24.93,27.31
26045,21-6-2019,4:35:20,25.42,27.31
26046,21-6-2019,4:35:22,24.93,27.31
26047,21-6-2019,4:35:24,25.42,27.31
26048,21-6-2019,4:35:25,24.93,27.31
26049,21-6-2019,4:35:27,25.42,27.31
26050,21-6-2019,4:35:29,25.42,27.31
26051,21-6-2019,4:35:31,25.42,27.31
26052,21-6-2019,4:35:33,25.42,27.31
26053,21-6-2019,4:35:34,25.42,27.31
26054,21-6-2019,4:35:36,24.93,27.31
26055,21-6-2019,4:35:38,24.93,27.31
26056,21-6-2019,4:35:40,25.42,27.31
26057,21-6-2019,4:35:42,25.42,27.31
26058,21-6-2019,4:35:43,24.93,27.31
26059,21-6-2019,4:35:45,24.93,27.31
26060,21-6-2019,4:35:47,25.42,27.31
26061,21-6-2019,4:35:49,25.42,27.31
26062,21-6-2019,4:35:51,25.42,27.31
26063,21-6-2019,4:35:53,24.93,27.31
26064,21-6-2019,4:35:54,25.42,27.31
26065,21-6-2019,4:35:56,24.93,27.31
26066,21-6-2019,4:35:58,25.42,27.31
26067,21-6-2019,4:36:0,24.93,27.31
26068,21-6-2019,4:36:2,25.42,27.31
26069,21-6-2019,4:36:3,25.42,27.31
26070,21-6-2019,4:36:5,24.93,27.31
26071,21-6-2019,4:36:7,24.93,27.31
26072,21-6-2019,4:36:9,24.93,27.31
26073,21-6-2019,4:36:11,25.42,27.31
26074,21-6-2019,4:36:13,24.93,27.31
26075,21-6-2019,4:36:14,25.42,27.31
26076,21-6-2019,4:36:16,24.93,27.31
26077,21-6-2019,4:36:18,25.42,27.31
26078,21-6-2019,4:36:20,24.93,27.31
26079,21-6-2019,4:36:22,24.93,27.31
26080,21-6-2019,4:36:23,25.42,27.31
26081,21-6-2019,4:36:25,25.42,27.31
26082,21-6-2019,4:36:27,24.93,27.31
26083,21-6-2019,4:36:29,25.42,27.31
26084,21-6-2019,4:36:31,25.42,27.31
26085,21-6-2019,4:36:32,25.42,27.31
26086,21-6-2019,4:36:34,25.42,27.31
26087,21-6-2019,4:36:36,25.42,27.31
26088,21-6-2019,4:36:38,25.42,27.31
26089,21-6-2019,4:36:40,25.42,27.31
26090,21-6-2019,4:36:42,24.93,27.31
26091,21-6-2019,4:36:43,25.42,27.31
26092,21-6-2019,4:36:45,25.42,27.31
26093,21-6-2019,4:36:47,25.42,27.31
26094,21-6-2019,4:36:49,24.93,27.31
26095,21-6-2019,4:36:51,25.42,27.31
26096,21-6-2019,4:36:52,25.42,27.31
26097,21-6-2019,4:36:54,25.42,27.31
26098,21-6-2019,4:36:56,25.42,27.31
26099,21-6-2019,4:36:58,24.93,27.31
26100,21-6-2019,4:37:0,24.93,27.31
26101,21-6-2019,4:37:1,25.42,27.31
26102,21-6-2019,4:37:3,25.42,27.31
26103,21-6-2019,4:37:5,25.42,27.31
26104,21-6-2019,4:37:7,25.42,27.31
26105,21-6-2019,4:37:9,24.93,27.31
26106,21-6-2019,4:37:10,25.42,27.31
26107,21-6-2019,4:37:12,25.42,27.31
26108,21-6-2019,4:37:14,25.42,27.31
26109,21-6-2019,4:37:16,24.93,27.31
26110,21-6-2019,4:37:18,25.42,27.31
26111,21-6-2019,4:37:20,24.93,27.31
26112,21-6-2019,4:37:21,25.42,27.31
26113,21-6-2019,4:37:23,24.93,27.31
26114,21-6-2019,4:37:25,25.42,27.31
26115,21-6-2019,4:37:27,24.93,27.31
26116,21-6-2019,4:37:29,25.42,27.31
26117,21-6-2019,4:37:30,24.93,27.31
26118,21-6-2019,4:37:32,24.93,27.31
26119,21-6-2019,4:37:34,24.93,27.31
26120,21-6-2019,4:37:36,25.42,27.31
26121,21-6-2019,4:37:38,24.93,27.31
26122,21-6-2019,4:37:39,25.42,27.31
26123,21-6-2019,4:37:41,25.42,27.31
26124,21-6-2019,4:37:43,25.42,27.31
26125,21-6-2019,4:37:45,25.42,27.31
26126,21-6-2019,4:37:47,25.42,27.31
26127,21-6-2019,4:37:49,25.42,27.31
26128,21-6-2019,4:37:50,24.93,27.31
26129,21-6-2019,4:37:52,24.93,27.31
26130,21-6-2019,4:37:54,25.42,27.31
26131,21-6-2019,4:37:56,25.42,27.31
26132,21-6-2019,4:37:58,25.42,27.31
26133,21-6-2019,4:37:59,25.42,27.31
26134,21-6-2019,4:38:1,25.42,27.31
26135,21-6-2019,4:38:3,24.93,27.31
26136,21-6-2019,4:38:5,25.42,27.31
26137,21-6-2019,4:38:7,24.93,27.31
26138,21-6-2019,4:38:8,25.42,27.31
26139,21-6-2019,4:38:10,24.93,27.31
26140,21-6-2019,4:38:12,25.42,27.31
26141,21-6-2019,4:38:14,25.42,27.31
26142,21-6-2019,4:38:16,25.42,27.31
26143,21-6-2019,4:38:17,25.42,27.31
26144,21-6-2019,4:38:19,25.42,27.31
26145,21-6-2019,4:38:21,25.42,27.31
26146,21-6-2019,4:38:23,24.93,27.31
26147,21-6-2019,4:38:25,25.42,27.31
26148,21-6-2019,4:38:27,24.93,27.31
26149,21-6-2019,4:38:28,24.93,27.31
26150,21-6-2019,4:38:30,25.42,27.31
26151,21-6-2019,4:38:32,24.93,27.31
26152,21-6-2019,4:38:34,25.42,27.31
26153,21-6-2019,4:38:36,25.42,27.31
26154,21-6-2019,4:38:37,25.42,27.31
26155,21-6-2019,4:38:39,24.93,27.31
26156,21-6-2019,4:38:41,24.93,27.31
26157,21-6-2019,4:38:43,25.42,27.31
26158,21-6-2019,4:38:45,24.93,27.31
26159,21-6-2019,4:38:46,24.93,27.31
26160,21-6-2019,4:38:48,25.42,27.31
26161,21-6-2019,4:38:50,25.42,27.31
26162,21-6-2019,4:38:52,24.93,27.31
26163,21-6-2019,4:38:54,24.93,27.31
26164,21-6-2019,4:38:56,25.42,27.31
26165,21-6-2019,4:38:57,25.42,27.31
26166,21-6-2019,4:38:59,24.93,27.31
26167,21-6-2019,4:39:1,24.93,27.31
26168,21-6-2019,4:39:3,25.42,27.31
26169,21-6-2019,4:39:5,24.93,27.31
26170,21-6-2019,4:39:6,25.42,27.31
26171,21-6-2019,4:39:8,24.93,27.31
26172,21-6-2019,4:39:10,25.42,27.31
26173,21-6-2019,4:39:12,25.42,27.31
26174,21-6-2019,4:39:14,25.42,27.31
26175,21-6-2019,4:39:15,25.42,27.31
26176,21-6-2019,4:39:17,24.93,27.31
26177,21-6-2019,4:39:19,25.42,27.31
26178,21-6-2019,4:39:21,25.42,27.31
26179,21-6-2019,4:39:23,25.42,27.31
26180,21-6-2019,4:39:25,25.42,27.31
26181,21-6-2019,4:39:26,25.42,27.31
26182,21-6-2019,4:39:28,24.93,27.31
26183,21-6-2019,4:39:30,25.42,27.31
26184,21-6-2019,4:39:32,25.42,27.31
26185,21-6-2019,4:39:34,24.93,27.31
26186,21-6-2019,4:39:35,25.42,27.31
26187,21-6-2019,4:39:37,25.42,27.31
26188,21-6-2019,4:39:39,25.42,27.31
26189,21-6-2019,4:39:41,25.42,27.31
26190,21-6-2019,4:39:43,25.42,27.31
26191,21-6-2019,4:39:44,25.42,27.31
26192,21-6-2019,4:39:46,25.42,27.31
26193,21-6-2019,4:39:48,24.93,27.31
26194,21-6-2019,4:39:50,25.42,27.31
26195,21-6-2019,4:39:52,24.93,27.31
26196,21-6-2019,4:39:54,25.42,27.31
26197,21-6-2019,4:39:55,24.93,27.31
26198,21-6-2019,4:39:57,25.42,27.31
26199,21-6-2019,4:39:59,24.93,27.31
26200,21-6-2019,4:40:1,25.42,27.31
26201,21-6-2019,4:40:3,24.93,27.31
26202,21-6-2019,4:40:4,24.93,27.31
26203,21-6-2019,4:40:6,25.42,27.31
26204,21-6-2019,4:40:8,24.93,27.31
26205,21-6-2019,4:40:10,25.42,27.31
26206,21-6-2019,4:40:12,25.42,27.31
26207,21-6-2019,4:40:13,25.42,27.31
26208,21-6-2019,4:40:15,25.42,27.31
26209,21-6-2019,4:40:17,24.93,27.31
26210,21-6-2019,4:40:19,24.93,27.31
26211,21-6-2019,4:40:21,25.42,27.31
26212,21-6-2019,4:40:22,24.93,27.31
26213,21-6-2019,4:40:24,24.93,27.31
26214,21-6-2019,4:40:26,25.42,27.31
26215,21-6-2019,4:40:28,24.93,27.31
26216,21-6-2019,4:40:30,25.42,27.31
26217,21-6-2019,4:40:32,25.42,27.31
26218,21-6-2019,4:40:33,25.42,27.31
26219,21-6-2019,4:40:35,25.42,27.31
26220,21-6-2019,4:40:37,25.42,27.31
26221,21-6-2019,4:40:39,25.42,27.31
26222,21-6-2019,4:40:41,25.42,27.31
26223,21-6-2019,4:40:42,24.93,27.31
26224,21-6-2019,4:40:44,24.93,27.31
26225,21-6-2019,4:40:46,25.42,27.31
26226,21-6-2019,4:40:48,24.93,27.31
26227,21-6-2019,4:40:50,25.42,27.31
26228,21-6-2019,4:40:51,24.93,27.31
26229,21-6-2019,4:40:53,24.93,27.31
26230,21-6-2019,4:40:55,25.42,27.31
26231,21-6-2019,4:40:57,25.42,27.31
26232,21-6-2019,4:40:59,25.42,27.31
26233,21-6-2019,4:41:1,25.42,27.31
26234,21-6-2019,4:41:2,24.93,27.31
26235,21-6-2019,4:41:4,24.93,27.31
26236,21-6-2019,4:41:6,25.42,27.31
26237,21-6-2019,4:41:8,25.42,27.31
26238,21-6-2019,4:41:10,24.93,27.31
26239,21-6-2019,4:41:11,25.42,27.25
26240,21-6-2019,4:41:13,24.93,27.31
26241,21-6-2019,4:41:15,25.42,27.31
26242,21-6-2019,4:41:17,24.93,27.31
26243,21-6-2019,4:41:19,25.42,27.31
26244,21-6-2019,4:41:20,25.42,27.31
26245,21-6-2019,4:41:22,24.93,27.31
26246,21-6-2019,4:41:24,25.42,27.31
26247,21-6-2019,4:41:26,25.42,27.31
26248,21-6-2019,4:41:28,25.42,27.31
26249,21-6-2019,4:41:30,24.93,27.31
26250,21-6-2019,4:41:31,24.93,27.31
26251,21-6-2019,4:41:33,25.42,27.31
26252,21-6-2019,4:41:35,24.93,27.31
26253,21-6-2019,4:41:37,25.42,27.31
26254,21-6-2019,4:41:39,24.93,27.31
26255,21-6-2019,4:41:40,25.42,27.25
26256,21-6-2019,4:41:42,24.93,27.25
26257,21-6-2019,4:41:44,25.42,27.31
26258,21-6-2019,4:41:46,24.93,27.31
26259,21-6-2019,4:41:48,24.93,27.31
26260,21-6-2019,4:41:49,25.42,27.31
26261,21-6-2019,4:41:51,25.42,27.25
26262,21-6-2019,4:41:53,25.42,27.31
26263,21-6-2019,4:41:55,24.93,27.31
26264,21-6-2019,4:41:57,24.93,27.25
26265,21-6-2019,4:41:58,25.42,27.31
26266,21-6-2019,4:42:0,24.93,27.31
26267,21-6-2019,4:42:2,25.42,27.25
26268,21-6-2019,4:42:4,24.93,27.31
26269,21-6-2019,4:42:6,25.42,27.31
26270,21-6-2019,4:42:8,24.93,27.31
26271,21-6-2019,4:42:9,25.42,27.31
26272,21-6-2019,4:42:11,24.93,27.31
26273,21-6-2019,4:42:13,25.42,27.31
26274,21-6-2019,4:42:15,25.42,27.31
26275,21-6-2019,4:42:17,25.42,27.31
26276,21-6-2019,4:42:18,24.93,27.31
26277,21-6-2019,4:42:20,24.93,27.31
26278,21-6-2019,4:42:22,25.42,27.31
26279,21-6-2019,4:42:24,24.93,27.31
26280,21-6-2019,4:42:26,24.93,27.31
26281,21-6-2019,4:42:27,24.93,27.31
26282,21-6-2019,4:42:29,24.93,27.31
26283,21-6-2019,4:42:31,24.93,27.31
26284,21-6-2019,4:42:33,24.93,27.31
26285,21-6-2019,4:42:35,24.93,27.31
26286,21-6-2019,4:42:37,24.93,27.31
26287,21-6-2019,4:42:38,24.93,27.31
26288,21-6-2019,4:42:40,24.93,27.31
26289,21-6-2019,4:42:42,25.42,27.31
26290,21-6-2019,4:42:44,24.93,27.25
26291,21-6-2019,4:42:46,24.93,27.25
26292,21-6-2019,4:42:47,25.42,27.31
26293,21-6-2019,4:42:49,25.42,27.31
26294,21-6-2019,4:42:51,25.42,27.25
26295,21-6-2019,4:42:53,24.93,27.31
26296,21-6-2019,4:42:55,25.42,27.31
26297,21-6-2019,4:42:56,24.93,27.31
26298,21-6-2019,4:42:58,25.42,27.25
26299,21-6-2019,4:43:0,24.93,27.25
26300,21-6-2019,4:43:2,24.93,27.25
26301,21-6-2019,4:43:4,24.93,27.31
26302,21-6-2019,4:43:6,25.42,27.25
26303,21-6-2019,4:43:7,24.93,27.31
26304,21-6-2019,4:43:9,25.42,27.25
26305,21-6-2019,4:43:11,25.42,27.25
26306,21-6-2019,4:43:13,24.93,27.25
26307,21-6-2019,4:43:15,25.42,27.31
26308,21-6-2019,4:43:16,24.93,27.25
26309,21-6-2019,4:43:18,24.93,27.31
26310,21-6-2019,4:43:20,24.93,27.31
26311,21-6-2019,4:43:22,24.93,27.25
26312,21-6-2019,4:43:24,24.93,27.25
26313,21-6-2019,4:43:25,25.42,27.25
26314,21-6-2019,4:43:27,24.93,27.25
26315,21-6-2019,4:43:29,24.93,27.25
26316,21-6-2019,4:43:31,25.42,27.31
26317,21-6-2019,4:43:33,24.93,27.25
26318,21-6-2019,4:43:35,24.93,27.25
26319,21-6-2019,4:43:36,24.93,27.25
26320,21-6-2019,4:43:38,24.93,27.25
26321,21-6-2019,4:43:40,24.93,27.25
26322,21-6-2019,4:43:42,25.42,27.25
26323,21-6-2019,4:43:44,25.42,27.25
26324,21-6-2019,4:43:45,25.42,27.25
26325,21-6-2019,4:43:47,24.93,27.25
26326,21-6-2019,4:43:49,24.93,27.25
26327,21-6-2019,4:43:51,24.93,27.25
26328,21-6-2019,4:43:53,25.42,27.25
26329,21-6-2019,4:43:54,24.93,27.25
26330,21-6-2019,4:43:56,24.93,27.25
26331,21-6-2019,4:43:58,25.42,27.25
26332,21-6-2019,4:44:0,25.42,27.25
26333,21-6-2019,4:44:2,24.93,27.25
26334,21-6-2019,4:44:3,24.93,27.25
26335,21-6-2019,4:44:5,25.42,27.25
26336,21-6-2019,4:44:7,25.42,27.25
26337,21-6-2019,4:44:9,25.42,27.25
26338,21-6-2019,4:44:11,25.42,27.25
26339,21-6-2019,4:44:13,24.93,27.25
26340,21-6-2019,4:44:14,24.93,27.25
26341,21-6-2019,4:44:16,24.93,27.25
26342,21-6-2019,4:44:18,24.93,27.25
26343,21-6-2019,4:44:20,24.93,27.25
26344,21-6-2019,4:44:22,25.42,27.25
26345,21-6-2019,4:44:23,24.93,27.25
26346,21-6-2019,4:44:25,24.93,27.25
26347,21-6-2019,4:44:27,24.93,27.25
26348,21-6-2019,4:44:29,24.93,27.25
26349,21-6-2019,4:44:31,25.42,27.25
26350,21-6-2019,4:44:32,24.93,27.25
26351,21-6-2019,4:44:34,24.93,27.25
26352,21-6-2019,4:44:36,24.93,27.25
26353,21-6-2019,4:44:38,25.42,27.25
26354,21-6-2019,4:44:40,25.42,27.25
26355,21-6-2019,4:44:42,25.42,27.25
26356,21-6-2019,4:44:43,25.42,27.25
26357,21-6-2019,4:44:45,24.93,27.25
26358,21-6-2019,4:44:47,24.93,27.25
26359,21-6-2019,4:44:49,24.93,27.25
26360,21-6-2019,4:44:51,24.93,27.25
26361,21-6-2019,4:44:52,25.42,27.25
26362,21-6-2019,4:44:54,25.42,27.25
26363,21-6-2019,4:44:56,24.93,27.25
26364,21-6-2019,4:44:58,24.93,27.25
26365,21-6-2019,4:45:0,25.42,27.25
26366,21-6-2019,4:45:1,25.42,27.25
26367,21-6-2019,4:45:3,25.42,27.25
26368,21-6-2019,4:45:5,24.93,27.25
26369,21-6-2019,4:45:7,25.42,27.25
26370,21-6-2019,4:45:9,25.42,27.25
26371,21-6-2019,4:45:11,24.93,27.25
26372,21-6-2019,4:45:12,25.42,27.25
26373,21-6-2019,4:45:14,24.93,27.25
26374,21-6-2019,4:45:16,24.93,27.25
26375,21-6-2019,4:45:18,24.93,27.25
26376,21-6-2019,4:45:20,24.93,27.25
26377,21-6-2019,4:45:21,24.93,27.25
26378,21-6-2019,4:45:23,25.42,27.25
26379,21-6-2019,4:45:25,24.93,27.25
26380,21-6-2019,4:45:27,24.93,27.25
26381,21-6-2019,4:45:29,24.93,27.25
26382,21-6-2019,4:45:30,24.93,27.25
26383,21-6-2019,4:45:32,24.93,27.25
26384,21-6-2019,4:45:34,25.42,27.25
26385,21-6-2019,4:45:36,24.93,27.25
26386,21-6-2019,4:45:38,24.93,27.25
26387,21-6-2019,4:45:39,24.93,27.25
26388,21-6-2019,4:45:41,24.93,27.25
26389,21-6-2019,4:45:43,24.93,27.25
26390,21-6-2019,4:45:45,24.93,27.25
26391,21-6-2019,4:45:47,24.93,27.25
26392,21-6-2019,4:45:49,24.93,27.25
26393,21-6-2019,4:45:50,25.42,27.25
26394,21-6-2019,4:45:52,24.93,27.25
26395,21-6-2019,4:45:54,25.42,27.25
26396,21-6-2019,4:45:56,24.93,27.25
26397,21-6-2019,4:45:58,24.93,27.25
26398,21-6-2019,4:45:59,25.42,27.25
26399,21-6-2019,4:46:1,25.42,27.25
26400,21-6-2019,4:46:3,24.93,27.25
26401,21-6-2019,4:46:5,24.93,27.25
26402,21-6-2019,4:46:7,25.42,27.25
26403,21-6-2019,4:46:8,25.42,27.25
26404,21-6-2019,4:46:10,24.93,27.25
26405,21-6-2019,4:46:12,24.93,27.25
26406,21-6-2019,4:46:14,25.42,27.25
26407,21-6-2019,4:46:16,24.93,27.25
26408,21-6-2019,4:46:18,25.42,27.25
26409,21-6-2019,4:46:19,24.93,27.25
26410,21-6-2019,4:46:21,24.93,27.25
26411,21-6-2019,4:46:23,25.42,27.25
26412,21-6-2019,4:46:25,24.93,27.25
26413,21-6-2019,4:46:27,24.93,27.25
26414,21-6-2019,4:46:28,24.93,27.25
26415,21-6-2019,4:46:30,25.42,27.25
26416,21-6-2019,4:46:32,24.93,27.25
26417,21-6-2019,4:46:34,24.93,27.25
26418,21-6-2019,4:46:36,25.42,27.25
26419,21-6-2019,4:46:37,24.93,27.25
26420,21-6-2019,4:46:39,25.42,27.25
26421,21-6-2019,4:46:41,25.42,27.25
26422,21-6-2019,4:46:43,25.42,27.25
26423,21-6-2019,4:46:45,24.93,27.25
26424,21-6-2019,4:46:47,24.93,27.25
26425,21-6-2019,4:46:48,24.93,27.25
26426,21-6-2019,4:46:50,25.42,27.25
26427,21-6-2019,4:46:52,24.93,27.25
26428,21-6-2019,4:46:54,24.93,27.25
26429,21-6-2019,4:46:56,25.42,27.25
26430,21-6-2019,4:46:57,25.42,27.25
26431,21-6-2019,4:46:59,25.42,27.25
26432,21-6-2019,4:47:1,24.93,27.25
26433,21-6-2019,4:47:3,24.93,27.25
26434,21-6-2019,4:47:5,24.93,27.25
26435,21-6-2019,4:47:6,24.93,27.25
26436,21-6-2019,4:47:8,24.93,27.19
26437,21-6-2019,4:47:10,24.93,27.25
26438,21-6-2019,4:47:12,25.42,27.25
26439,21-6-2019,4:47:14,25.42,27.25
26440,21-6-2019,4:47:16,25.42,27.25
26441,21-6-2019,4:47:17,24.93,27.25
26442,21-6-2019,4:47:19,24.93,27.25
26443,21-6-2019,4:47:21,24.93,27.25
26444,21-6-2019,4:47:23,24.93,27.25
26445,21-6-2019,4:47:25,24.93,27.25
26446,21-6-2019,4:47:26,24.93,27.25
26447,21-6-2019,4:47:28,24.93,27.25
26448,21-6-2019,4:47:30,25.42,27.25
26449,21-6-2019,4:47:32,24.93,27.25
26450,21-6-2019,4:47:34,24.93,27.25
26451,21-6-2019,4:47:35,24.93,27.25
26452,21-6-2019,4:47:37,24.93,27.25
26453,21-6-2019,4:47:39,24.93,27.25
26454,21-6-2019,4:47:41,24.93,27.19
26455,21-6-2019,4:47:43,24.93,27.25
26456,21-6-2019,4:47:44,25.42,27.25
26457,21-6-2019,4:47:46,24.44,27.25
26458,21-6-2019,4:47:48,25.42,27.25
26459,21-6-2019,4:47:50,24.93,27.25
26460,21-6-2019,4:47:52,24.93,27.19
26461,21-6-2019,4:47:54,24.93,27.25
26462,21-6-2019,4:47:55,25.42,27.25
26463,21-6-2019,4:47:57,24.93,27.25
26464,21-6-2019,4:47:59,25.42,27.25
26465,21-6-2019,4:48:1,24.93,27.25
26466,21-6-2019,4:48:3,24.93,27.25
26467,21-6-2019,4:48:4,24.93,27.25
26468,21-6-2019,4:48:6,24.93,27.25
26469,21-6-2019,4:48:8,24.93,27.19
26470,21-6-2019,4:48:10,25.42,27.25
26471,21-6-2019,4:48:12,24.93,27.25
26472,21-6-2019,4:48:13,25.42,27.25
26473,21-6-2019,4:48:15,24.93,27.25
26474,21-6-2019,4:48:17,24.93,27.19
26475,21-6-2019,4:48:19,24.93,27.25
26476,21-6-2019,4:48:21,25.42,27.25
26477,21-6-2019,4:48:23,24.93,27.25
26478,21-6-2019,4:48:24,24.93,27.25
26479,21-6-2019,4:48:26,25.42,27.25
26480,21-6-2019,4:48:28,24.93,27.19
26481,21-6-2019,4:48:30,24.93,27.19
26482,21-6-2019,4:48:32,24.93,27.25
26483,21-6-2019,4:48:33,25.42,27.25
26484,21-6-2019,4:48:35,24.93,27.25
26485,21-6-2019,4:48:37,24.93,27.19
26486,21-6-2019,4:48:39,24.93,27.19
26487,21-6-2019,4:48:41,25.42,27.19
26488,21-6-2019,4:48:42,24.93,27.25
26489,21-6-2019,4:48:44,24.93,27.19
26490,21-6-2019,4:48:46,25.42,27.25
